,Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
2706,VNPV-1344,Rượu Vang Pháp Chateau Malmaison Moulis en Medoc,1210000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Merlot",đỏ hồng ngọc,Rượu vang đỏ,Borie Manoux,Bordeaux
2707,VNPV-25790,Rượu Vang Pháp Chateau Margaux Pemier Grand Cru Classe,23211000.0,Pháp,13.5,750.0,"Cabernet sauvignon,Cabernet Franc,Merlot,petit verdot",đỏ tím,Rượu Vang đỏ,Chateau Margaux,Bordeaux
2708,VNVG-950,Rượu Vang Pháp Chateau Maseguala,650000.0,Pháp,14.0,750.0,Seguala,đỏ sẫm,Rượu vang đỏ,Borie Manoux,Bordeaux
2709,VNPV1-1199,Rượu Vang Pháp Chateau Mauvesin Barton,1080000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot",đỏ sẫm,Rượu vang đỏ,Borie Manoux,Bordeaux
2710,VNPV-741,Rượu Vang Pháp Chateau Noaillac,667000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Petit Verdot",đỏ ruby,Rượu Vang đỏ,Borie Manoux,Bordeaux
2711,VNPV-14649 - VNBMF - 8310,Rượu Vang Pháp Chateau Palmer Margaux,13185000.0,Pháp,13.0,750.0,"Merlot,Petit Verdot,Cabernet Sauvignon",đỏ,Rượu Vang đỏ,Borie Manoux,Bordeaux
2712,VNPV-5012,Rượu Vang Pháp Chateau Pape Clement,4511000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ,Rượu Vang đỏ,Borie Manoux,Bordeaux
2713,VNPV-4136,Rượu Vang Pháp Chateau Pavie Macquin,3723000.0,Pháp,14.5,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ đậm ánh tím,Rượu vang đỏ,Pavie Macquin,Bordeaux
2714,VNPV-5657,Rượu Vang Pháp Chateau Peby Faugeres,5092000.0,Pháp,13.5,750.0,"Merlot,Cabernet Sauvignon",hồng ngọc,Rượu Vang đỏ,Borie Manoux,Bordeaux
2715,VNPV-2520,Rượu Vang Pháp Chateau Pedesclaux Pauillac,2268000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot",đỏ,Rượu vang đỏ,Borie Manoux,Bordeaux
2716,VNBMF2-660,Rượu Vang Pháp Chateau Peychaud,660000.0,Pháp,14.5,750.0,"Cabernet Franc,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Chateau Peychaud,Côtes De Bourg
2717,VNPV-6968,Rượu Vang Pháp Chateau Pichon Longueville,6272000.0,Pháp,13.5,750.0,"Merlot,Cabernet Sauvignon",đỏ ruby,Rượu vang đỏ,Pichon Baron,Bordeaux
2718,VNPV-1705,Rượu Vang Pháp Chateau Potensac Medoc,1535000.0,Pháp,14.0,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot",đỏ,Rượu Vang đỏ,Borie Manoux,Bordeaux
2719,VNPV-2159,Rượu Vang Pháp Chateau Pouget Margaux,1944000.0,Pháp,13.5,750.0,"Cabernet sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot",đỏ anh đào,Rượu Vang đỏ,Borie Manoux,Bordeaux
2720,VNPV-2792,Rượu Vang Pháp Chateau Prieure Lichine,2513000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Petit Verdot",đỏ ruby,Rượu Vang đỏ,Borie Manoux,Bordeaux
2721,VNTH3-1450,Rượu Vang Pháp Chateau Rahoul Graves,1450000.0,Pháp,12.5,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot",đỏ,Rượu vang đỏ,Borie Manoux,Bordeaux
2722,VNPV-3618,Rượu Vang Pháp Chateau Rauzan Gassies Margaux,2997000.0,Pháp,13.5,750.0,"Cabernet sauvignon,Merlot,Cabernet franc,Petit Verdot",đỏ đậm đen,Rượu Vang đỏ,Rauzan Gassies,Bordeaux
2723,VNPV-6089,Rượu Vang Pháp Chateau Rauzan Segla Margaux,6012000.0,Pháp,13.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang đỏ,Borie Manoux,Bordeaux
2724,VNPV1-1004,Rượu Vang Pháp Chateau Reynon,904000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon",đỏ ruby,Rượu Vang đỏ,Borie Manoux,Bordeaux
2725,VNPV1-1234,Rượu Vang Pháp Chateau Roc De Candale,1111000.0,Pháp,13.5,750.0,"Cabernet Franc,Merlot",đỏ hồng ngọc,Rượu Vang đỏ,Borie Manoux,Bordeaux
2726,VNPV-2977,Rượu Vang Pháp Chateau Saint Pierre,2680000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ,Rượu vang đỏ,Saint Pierre,Bordeaux
2727,VNPV-1189,Rượu Vang Pháp Chateau Senejac Haut Medoc,1071000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot",đỏ đậm,Rượu vang đỏ,Borie Manoux,Bordeaux
2728,VNVG1-1200,Rượu Vang Pháp Chateau Sergant,975000.0,Pháp,13.0,750.0,Merlot,đỏ ruby,Rượu vang đỏ,Borie Manoux,Bordeaux
2729,VNPV-6232,Rượu Vang Pháp Chateau Smith Haut Lafitte,5609000.0,Pháp,13.0,750.0,"Cabernet Franc,Merlot",đỏ thẫm,Rượu Vang đỏ,Smith Haut Lafitte,Bordeaux
2730,VNPV2-1763,Rượu Vang Pháp Chateau Sociando Mallet,1587000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ ruby đậm,Rượu vang đỏ,Sociando Mallet,Bordeaux
2731,VNTK-2134,Rượu Vang Pháp Chateau Talbot Caillou Blanc,2134000.0,Pháp,13.5,750.0,"Sauvignon Blanc,Semillon",vàng nhạt ánh xanh,Rượu vang trắng,Château Talbot,Bordeaux
2732,VNPV-9217,Rượu Vang Pháp Chateau Tertre Roteboeuf,8296000.0,Pháp,14.0,750.0,"Merlot,Cabernet Franc",đỏ,Rượu vang đỏ,Borie Manoux,Bordeaux
2733,VNPV-1509,Rượu Vang Pháp Chateau Teyssier,1359000.0,Pháp,13.0,750.0,"Merlot,Cabernet Franc",đỏ,Rượu vang đỏ,Borie Manoux,Bordeaux
2734,VNPV-1265,Rượu Vang Pháp Chateau Tour Pibran Pauillac,1139000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot",đỏ tím,Rượu Vang Đỏ,Borie Manoux,Bordeaux
2735,VNPV-4942,Rượu Vang Pháp Chateau Troplong Mondot,4448000.0,Pháp,14.0,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ đậm,Rượu vang đỏ,Troplong Mondot,Bordeaux
2736,VNPV-7846,Rượu Vang Pháp Chateau Valandraud,7650000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Carmenere",đỏ ruby,Rượu vang đỏ,Borie Manoux,Bordeaux
2737,VNQW-600,Rượu Vang Pháp Chateau Valmy,600000.0,Pháp,14.5,750.0,"Grenache,Mourvèdre,Syrah",đỏ ruby,Rượu Vang Đỏ,Château Valmy,Roussillon
2738,VNPV-763,Rượu Vang Pháp Clarendelle Rose Bordeaux Haut Brion,687000.0,Pháp,15.0,750.0,"Merlot,Cabernet Franc,Cabernet Sauvignon",hồng,Rượu vang hồng,Clarendelle Dillon,Bordeaux
2739,VNPV1-1132,Rượu Vang Pháp Clarendelle Saint Emilion,1019000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot",đỏ ruby,Rượu Vang đỏ,Chateau Haut Brion,Bordeaux
2740,VNPV1-2542,Rượu Vang Pháp Clos Badon Thunevin,2288000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon",đỏ sẫm,Rượu Vang đỏ,Borie Manoux,Bordeaux
2741,VNPV1-1703,Rượu Vang Pháp Clos Des Jacobins,1533000.0,Pháp,14.5,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang đỏ,Borie Manoux,Bordeaux
2742,VNMH-1390,Rượu Vang Pháp Clos Lunelles,1390000.0,Pháp,14.0,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ đậm,Rượu Vang đỏ,Borie Manoux,Bordeaux
2743,VNWH- 1100,Rượu Vang Pháp Clos Teddi Tradition Patrimonio,1055000.0,Pháp,13.5,750.0,Grenache,đỏ ruby,Rượu vang đỏ,Clos Teddi,Patrimonio
2744,VNPV-1081,Rượu Vang Pháp Clos Venturi Corse Rose,973000.0,Pháp,13.5,750.0,"Carignan,Cinsault,Grenache,Mourvedre",hồng ngọc,Rượu vang hồng,Clos Venturi,Corsica
2745,VNPV-1979,Rượu Vang Pháp Connetable Talbot,1620000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot",đỏ đậm,Rượu Vang Đỏ,Chateau Talbot,Bordeaux
2746,VNPV2-468,Rượu Vang Pháp Cordier La Croix Bacalan Bordeaux,422000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đỏ ruby,Rượu vang đỏ,Cordier,Bordeaux
2747,VLTL-698,Rượu Vang Pháp Cote Mas Pezenas,698000.0,Pháp,14.5,750.0,"Carignan,Cinsault,Syrah,Grenache",đỏ ruby đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
2748,VNPV-2258,Rượu Vang Pháp Croix Canon Saint Emilion Grand Cru,2033000.0,Pháp,13.5,750.0,"Cabernet Franc,Merlot",đỏ tươi,Rượu Vang đỏ,Chateau Canon,Bordeaux
2749,VNDL8-494,Rượu Vang Pháp Delas Ventoux,459000.0,Pháp,13.5,750.0,"Grenache,Syrah",đỏ ruby,Rượu Vang Đỏ,Paul Jaboulet Aine,Rhone Valley
2750,VNPV-1156,Rượu Vang Pháp Demoiselle De Sociando Mallet,1041000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ đậm,Rượu vang đỏ,Chateau Sociando Mallet,Bordeaux
2751,VNPV-3092,Rượu Vang Pháp Domaine De Cambes Bordeaux,2783000.0,Pháp,14.0,750.0,"Cabernet sauvignon,Merlot,Cabernet franc",đỏ,Rượu Vang đỏ,Roc de Cambes,Bordeaux
2752,VNPV-1801,Rượu Vang Pháp Domaine De La Vougeraie Pinot Noir,1621000.0,Pháp,12.5,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Domaine De La Vougeraie,Bourgogne
2753,VNPV-1554,Rượu Vang Pháp Domaine De Larrivet,1156000.0,Pháp,13.0,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot",đỏ,Rượu Vang đỏ,Chateau Larrivet Haut Brion,Bordeaux
2754,VNWH2- 595,Rượu Vang Pháp Domaine De Mihoudy Anjou,580000.0,Pháp,13.0,750.0,Cabernet Franc,đỏ tía,Rượu Vang Đỏ,Ampelidae,Loire Valley
2755,VNPV-1547,Rượu Vang Pháp Domaine De Saint Guirons,1393000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot",đỏ,Rượu vang đỏ,Domaine De Saint Guirons,Bordeaux
2756,VNADT5-398,Rượu Vang Pháp Domaine De Sainte Cecile Syrah,398000.0,Pháp,14.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Domaine De Sainte Cecile,Pays D’oc
2757,VNPV-1213,Rượu Vang Pháp Domaine De Villaine Bouzeron,1092000.0,Pháp,13.0,750.0,Aligote,xanh,Rượu Vang trắng,Domaine De Villaine,Bourgogne
2758,VNPV-4907,Rượu Vang Pháp Domaine Des Perdrix Les 8 Ouvrees,4417000.0,Pháp,14.0,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Domaine Des Perdrix,Bourgogne
2759,VNPV-1324,Rượu Vang Pháp Domaine Filliatreau L’Affutee Saumur Champigny,1192000.0,Pháp,14.5,750.0,Cabernet Franc,đỏ ruby,Rượu Vang đỏ,Domaine Filliatreau,Loire Valley
2760,VNPV-889,Rượu Vang Pháp Domaine Mont De Marie Anatheme,801000.0,Pháp,12.5,750.0,"Cinsault,Carignan",đỏ đậm,Rượu Vang Đỏ,Domaine Mont De Marie,Languedoc
2761,VNPV-6622,Rượu Vang Pháp Domaine Ponsot Morey Saint Denis,5960000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Domaine Ponsot,Bourgogne
2762,VNPV1-1016,Rượu Vang Pháp Domaine Rolet Nature Du Jura,915000.0,Pháp,13.5,750.0,Chardonnay,vàng ánh xanh,Rượu vang trắng,Domaine Rolet,Jura
2763,VNKR2-550,Rượu Vang Pháp Domaine Rombeau Syrah,550000.0,Pháp,14.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Chateau Rombeau,Cotes du Roussillon village
2764,VNPV2-927,Rượu Vang Pháp Domaine Saint Nicolas Les Clous,835000.0,Pháp,13.0,750.0,"Chardonnay,Chenin blanc",vàng sẫm,Rượu Vang trắng,Domaine Saint Nicolas,Loire Valley
2765,VNPV-3169,Rượu Vang Pháp E.Guigal Cote Rotie Brune ET Blonde,2853000.0,Pháp,13.0,750.0,Syrah,đỏ sẫm pha ánh tím,Rượu Vang đỏ,Paul Jaboulet Aine,Rhone Valley
2766,VNPV-1508,Rượu Vang Pháp E.Guigal Gigondas,1358000.0,Pháp,14.0,750.0,Syrah,đỏ hồng ngọc,Rượu Vang Đỏ,Paul Jaboulet Aine,Rhone Valley
2767,VNPV2-12068,Rượu Vang Pháp E.Guigal La Landonne Cote Rotie,10862000.0,Pháp,13.0,750.0,Syrah,đỏ đậm,Rượu Vang đỏ,Paul Jaboulet Aine,Rhone Valley
2768,VNPV2-1342,Rượu Vang Pháp E.Guigal Saint Joseph,1208000.0,Pháp,12.5,750.0,Syrah,đỏ đậm,Rượu Vang Đỏ,Paul Jaboulet Aine,Rhone Valley
2769,VNPV-2343,Rượu Vang Pháp Echo De Lynch Bages Pauillac,2109000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ đậm,Rượu Vang Đỏ,Chateau Lynch Bages,Bordeaux
2770,VNPV-900,Rượu Vang Pháp F.Thienpont La Violette Du Manoir,810000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ,Rượu Vang đỏ,F.Thienpont,Bordeaux
2771,VNVC3-473,Rượu Vang Pháp Ferraton La Tournee Rouge,473000.0,Pháp,13.0,750.0,"Syrah,Grenache",đỏ ruby,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
2772,VNPV-2892,Rượu Vang Pháp Fleur De Clinet Pomerol,2603000.0,Pháp,13.0,750.0,"Cabernet Franc,Merlot",đỏ,Rượu vang đỏ,Chateau Clinet,Bordeaux
2773,VNPV-446,Rượu Vang Pháp Francois Labet Pinot Noir,402000.0,Pháp,12.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Francois Labet,Languedoc
2774,VNPV2-1581,Rượu Vang Pháp Frank Phelan Segur,1423000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ đậm,Rượu vang đỏ,Phelan Segur,Bordeaux
2775,VNPV1-1624,Rượu Vang Pháp Gassies Margaux,1462000.0,Pháp,13.0,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",đỏ ruby ánh tím,Rượu Vang đỏ,Chateau Rauzan Gassies,Bordeaux
2776,VNWH14-595,Rượu Vang Pháp Georges Duboeuf Brouilly,590000.0,Pháp,13.0,750.0,Gamay,đỏ,Rượu vang đỏ,Georges Duboeuf,Beaujolais
2777,VNWH5-625,Rượu Vang Pháp Georges Duboeuf Chiroubles,575000.0,Pháp,13.0,750.0,Gamay,đỏ,Rượu vang đỏ,Georges Duboeuf,Beaujolais
2778,VNWH1-1995,Rượu Vang Pháp Gerard Bertrand Cigalus,1865000.0,Pháp,13.0,750.0,"Syrah,Cabernet Sauvignon,Cabernet Franc",đỏ đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
2779,VNPV-3464,Rượu Vang Pháp Guigal Hermitage,3118000.0,Pháp,13.0,750.0,Syrah,đỏ đậm,Rượu Vang Đỏ,Paul Jaboulet Aine,Rhone Valley
2780,VNWH6-475,Rượu Vang Pháp Guilbaud Freres La Noue Du Roy,475000.0,Pháp,13.0,750.0,Gamay,đỏ ruby,Rượu Vang Đỏ,Guilbaud Freres,Loire Valley
2781,VNPV1-2493,Rượu Vang Pháp Hauts De Pontet Canet,2244000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot",đỏ đậm,Rượu Vang Đỏ,Pontet Canet,Bordeaux
2782,VNPV2-1709,Rượu Vang Pháp Henri Boillot Pinot Noir Bourgogne,1539000.0,Pháp,13.0,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Henri Boillot,Bourgogne
2783,VNPV-846,Rượu Vang Pháp Henri Bourgeois Haute Victoire Quincy,762000.0,Pháp,13.5,750.0,Sauvignon Blanc,vàng,Rượu Vang trắng,Ampelidae,Loire Valley
2784,VNHM-299,Rượu Vang Pháp I679 Corbiere,299000.0,Pháp,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,I679,Bordeaux
2785,VNPV-2692,Rượu Vang Pháp JC Garnier Likor,2423000.0,Pháp,13.0,500.0,Chenin Blanc,vàng,Rượu Vang ngọt,Jean Christophe Garnier,Vin de France
2786,VNPV-3073,Rượu Vang Pháp Jean Luc Colombo Les Ruchets Cornas,2766000.0,Pháp,13.0,750.0,Syrah,đỏ,Rượu Vang đỏ,Paul Jaboulet Aine,Rhone Valley
2787,VNDL-2795,Rượu Vang Pháp Joseph Faiveley Meursault,2579000.0,Pháp,13.0,750.0,Chardonnay,vàng sáng,Rượu Vang Trắng,Louis Jadot,Bourgogne
2788,VNPV-1541,Rượu Vang Pháp La Chapelle De Lafon Rochet,1387000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ ruby,Rượu Vang đỏ,Lafon Rochet,Bordeaux
2789,VNPV-1050,Rượu Vang Pháp La Closerie De Camensac,945000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đỏ ánh tím,Rượu Vang Đỏ,Chateau Camensac,Bordeaux
2790,VNPV1-1052,Rượu Vang Pháp La Devise De Lilian,947000.0,Pháp,13.0,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot",đỏ,Rượu Vang đỏ,Lilian Ladouys,Bordeaux
2791,VNPV-1524,Rượu Vang Pháp La Parde De Haut Bailly,1247000.0,Pháp,12.5,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot",đỏ,Rượu Vang đỏ,Chateau Haut Bailly,Bordeaux
2792,VNPV-454,Rượu Vang Pháp La Source Chateau Vignelaure,409000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Syrah",đỏ đậm,Rượu vang đỏ,Vignelaure,Cotes De Provence
2793,VNPV-2211,Rượu Vang Pháp Le Domaine D’Henri Heritage,1990000.0,Pháp,12.0,750.0,Chardonnay,vàng ánh xanh,Rượu vang trắng,Domaine d’Henri,Bourgogne
2794,VNPV-1993,Rượu Vang Pháp Le Medoc De Cos,1794000.0,Pháp,13.0,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot",đỏ tím,Rượu Vang đỏ,Chateau Cos d’Estournel,Bordeaux
2795,VNPV1-1972,Rượu Vang Pháp Le Merle De Peby Faugeres,1888000.0,Pháp,14.5,750.0,Merlot,đỏ,Rượu vang đỏ,Peby Faugeres,Bordeaux
2796,VNPV4-1104,Rượu Vang Pháp Le Renard Pinot Noir Bourgogne,994000.0,Pháp,12.5,750.0,Pinot Noir,đỏ đậm,Rượu vang đỏ,Louis Jadot,Bourgogne
2797,VNMH1-720,Rượu Vang Pháp Légende Médoc,720000.0,Pháp,13.5,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ thẫm,Rượu vang đỏ,Domaines Barons De Rothschild,Bordeaux
2798,VNNHDL-474,Rượu Vang Pháp Les Dauphins,474000.0,Pháp,13.5,750.0,"Grenache,Syrah",đỏ ruby,Rượu Vang Đỏ,Celliers des Dauphins,Cotes Du Rhone
2799,VNPV1-1331,Rượu Vang Pháp Les Fief De Lagrange,1198000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm,Rượu Vang Đỏ,Chateau Lagrange,Bordeaux
2800,VNPV-3129,Rượu Vang Pháp Les Fillottes Pomerol,2817000.0,Pháp,14.0,750.0,"Merlot,Cabrnet Franc",đỏ đậm,Rượu vang đỏ,Thienpont,Bordeaux
2801,VNPV-11816,Rượu Vang Pháp Les Forts De Latour,10635000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm,Rượu Vang Đỏ,Chateau Latour,Bordeaux
2802,VNPV-2077,Rượu Vang Pháp Les Griffons De Pichon Baron,1870000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ,Rượu vang đỏ,Borie Manoux,Bordeaux
2803,VNDL3-1244,Rượu Vang Pháp Les Hauts De Lynch Moussas,1189000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đỏ tím,Rượu Vang Đỏ,Borie Manoux,Bordeaux
2804,VNPV1-1669,Rượu Vang Pháp Les Hauts De Smith,1340000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ,Rượu Vang đỏ,Chateau Smith Haut Lafitte,Bordeaux
2805,VNPV-1565,Rượu Vang Pháp Les Hauts Du Tertre Margaux,1409000.0,Pháp,13.0,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",đỏ tươi,Rượu Vang đỏ,Borie Manoux,Bordeaux
2806,VNTH2-1300,Rượu Vang Pháp Les ILLustres 8,1300000.0,Pháp,13.5,750.0,"Syrah,Cabernet Sauvignon,Malbec",đỏ ruby,Rượu vang đỏ,Foncalieu,Languedoc
2807,VNPV-2676,Rượu Vang Pháp Les Pagodes De Cos,2409000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ,Rượu Vang đỏ,Cos d’Estournel,Bordeaux
2808,VNPV-11646,Rượu Vang Pháp Louis Jadot Bonnes Mares Grand Cru,10482000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Louis Jadot,Bourgogne
2809,VNPV2-1009,Rượu Vang Pháp Louis Jadot Couvent Des Jacobins Pinot Noir Bourgogne,909000.0,Pháp,12.0,750.0,Pinot Noir,đỏ đậm,Rượu vang đỏ,Louis Jadot,Bourgogne
2810,VNPV-10641,Rượu Vang Pháp Louis Jadot Griotte Chambertin,9577000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang đỏ,Louis Jadot,Bourgogne
2811,VNPV-3859,Rượu Vang Pháp Louis Jadot Meursault Perrieres,3474000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Louis Jadot,Bourgogne
2812,VNMH5-1200,Rượu Vang Pháp Louis Latour Mercurey,1200000.0,Pháp,13.0,750.0,Pinot Noir,đỏ anh đào,Rượu Vang đỏ,Louis Jadot,Bourgogne
2813,VNMH2-2090,Rượu Vang Pháp Louis Latour Volnay,2090000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang đỏ,Louis Jadot,Bourgogne
2814,VNPV6-413,Rượu Vang Pháp Louis Pinel Pinot Noir,372000.0,Pháp,14.0,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Louis Pinel,Languedoc
2815,VNWH3-825,Rượu Vang Pháp M.Chapoutier Rasteau,825000.0,Pháp,14.0,750.0,"Syrah,Grenache",đỏ ruby,Rượu Vang Đỏ,Paul Jaboulet Aine,Rhone Valley
2816,VNPV1-421,Rượu Vang Pháp Maison Castel Chardonnay,379000.0,Pháp,12.5,750.0,Chardonnay,trắng,Rượu Vang Trắng,Vignobles JeanJean,Languedoc
2817,VNPV-428,Rượu Vang Pháp Maison Castel Merlot,386000.0,Pháp,13.0,750.0,Merlot,đỏ,Rượu Vang Đỏ,Maison Castel,Languedoc
2818,VNDL1-419,Rượu Vang Pháp Maison Du Sud Merlot,389000.0,Pháp,13.5,750.0,Merlot,đỏ đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
2819,VNPV-18470,Rượu Vang Pháp Maison Leroy Gevrey Chambertin,16623000.0,Pháp,13.0,750.0,Pinot Noir,đỏ sẫm,Rượu Vang đỏ,Maison Leroy,Bourgogne
2820,VNMH-680,Rượu Vang Pháp Marcel Deiss Alsace,680000.0,Pháp,13.0,750.0,"Pinot Blanc,Riesling,Pinot Gris,Pinot Noir",vàng rơm,Rượu vang trắng,Domaine Marcel Deiss,Alsace
2821,VNPV-1588,Rượu Vang Pháp Margaux De Brane,1430000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon",đỏ đậm,Rượu Vang đỏ,Chateau Brane Cantenac,Bordeaux
2822,VNPV-2094,Rượu Vang Pháp Mark Haisma Le Jarron Saint Romain,1885000.0,Pháp,13.5,750.0,Chardonnay,vàng,Rượu Vang trắng,Mark Haisma,Bourgogne
2823,VNPV-1593,Rượu Vang Pháp Mas Amiel Alt 433M,1434000.0,Pháp,14.0,750.0,Grenache,đỏ,Rượu Vang đỏ,Mas Amiel,Languedoc
2824,VNPV1-1114,Rượu Vang Pháp Mas Amiel Initial,1003000.0,Pháp,13.0,750.0,"Grenache,Syrah,Carignan",đỏ,Rượu Vang đỏ,Mas Amiel,Languedoc
2825,VNPV3-846,Rượu Vang Pháp Mas Amiel Le Plaisir,762000.0,Pháp,13.0,750.0,Grenache,đỏ,Rượu Vang đỏ,Mas Amiel,Languedoc
2826,VNPV2-1442,Rượu Vang Pháp Mas Amiel Vers Le Nord,1298000.0,Pháp,14.0,750.0,"Grenache,Syrah",đỏ,Rượu Vang đỏ,Mas Amiel,Languedoc
2827,VNPV2-781,Rượu Vang Pháp Mas De La Font Ronde Pompon Rouge,703000.0,Pháp,13.0,750.0,"Syrah,Grenache",đỏ đậm,Rượu Vang Đỏ,Mas de la Font Ronde,Languedoc
2828,VNCIE-170,Rượu Vang Pháp Melodie De Louis,170000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot,Malbec,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Melodie De Louis,Bordeaux
2829,VNTK-640,Rượu Vang Pháp Michel Lynch Bordeaux,640000.0,Pháp,12.5,750.0,"Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang Đỏ,Michel Lynch,Bordeaux
2830,VLTL-794,Rượu Vang Pháp Moillard Pouilly Fuisse,794000.0,Pháp,13.5,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Moillard,Bourgogne
2831,VNPV-252,Rượu Vang Pháp Montagne Syrah,227000.0,Pháp,13.0,750.0,Syrah,đỏ thẫm,Rượu Vang Đỏ,Montagne Noire,Languedoc
2832,VNPV2-501,Rượu Vang Pháp Moulin De Gassac Chardonnay,451000.0,Pháp,13.0,750.0,Chardonnay,trắng,Rượu Vang trắng,Vignobles JeanJean,Languedoc
2833,VNPV1-501,Rượu Vang Pháp Moulin De Gassac Viognier,451000.0,Pháp,12.5,750.0,Viognier,xanh nhạt,Rượu Vang trắng,Moulin De Gassac,Languedoc
2834,VNPV-1469,Rượu Vang Pháp Olivier Leflaive Cote De Beaune Villages,1323000.0,Pháp,12.0,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Olivier Leflaive,Bourgogne
