,Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
2835,VNPV-1229,Rượu Vang Pháp Olivier Leflaive Cuvee Margot Bourgogne,1107000.0,Pháp,13.5,750.0,Pinot Noir,đỏ đậm ánh tím,Rượu vang đỏ,Olivier Leflaive,Bourgogne
2836,VNPV-877,Rượu Vang Pháp Olivier Leflaive Saint Romain,790000.0,Pháp,13.5,375.0,Chardonnay,vàng,Rượu Vang trắng,Louis Jadot,Bourgogne
2837,VNTH15-550,Rượu Vang Pháp Orby Cabernet – Syrah,550000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Syrah",đỏ tươi,Rượu Vang Đỏ,Borie Manoux,Bordeaux
2838,VNTH1-700,Rượu Vang Pháp Orby Pinot Noir,700000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
2839,VLTL1-5870,Rượu Vang Pháp Patriarche Chablis,5870000.0,Pháp,13.0,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Patriarche,Bourgogne
2840,VLTL-1274,Rượu Vang Pháp Patriarche Mercurey,1274000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Patriarche,Bourgogne
2841,VNPV-3604,Rượu Vang Pháp Pauillac De Chateau Latour,3244000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đỏ,Rượu vang đỏ,Chateau Latour,Bordeaux
2842,VNPV-2073,Rượu Vang Pháp Pavillon De Leoville Poyferre,1866000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ ruby đậm,Rượu Vang Đỏ,Chateau Leoville Poyferre,Bordeaux
2843,VNPV-4486,Rượu Vang Pháp Petit Figeac,4038000.0,Pháp,12.5,750.0,"Cabernet Sauvignon,Cabernet Franc",hồng ngọc,Rượu Vang đỏ,Chateau Figeac,Bordeaux
2844,VNPV-1240,Rượu Vang Pháp Petit Guiraud Sauternes,1116000.0,Pháp,12.5,750.0,"Semillon,Sauvignon Blanc",vàng nhạt,Rượu vang ngọt,Borie Manoux,Bordeaux
2845,VNPV2-758,Rượu Vang Pháp Pont De Gassac,683000.0,Pháp,13.5,750.0,"Syrah,Merlot,Cabernet Sauvignon",đỏ,Rượu Vang đỏ,Pont De Gassac,Languedoc
2846,VNPV-1695,Rượu Vang Pháp Prelude A Grand Puy Ducasse,1526000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Merlot",đỏ,Rượu vang đỏ,Grand Puy Ducasse,Bordeaux
2847,VNMH4-290,Rượu Vang Pháp Première Note Syrah,260000.0,Pháp,13.0,750.0,Syrah,tím đậm,Rượu Vang Đỏ,Cave De Tain,Rhone Valley
2848,VNWH3-1650,Rượu Vang Pháp Prieure La Chaume Orfeo,1590000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm,Rượu Vang Đỏ,Prieure La Chaume,Loire Valley
2849,VNDL1-482,Rượu Vang Pháp Privilege Merlot,482000.0,Pháp,13.5,750.0,Merlot,đỏ hồng ngọc,Rượu Vang Đỏ,Drouet Feres,Loire Valley & Varietals
2850,VNBMF2-243,Rượu Vang Pháp Roche Mazet Merlot,243000.0,Pháp,12.5,750.0,Merlot,đỏ ruby,Rượu Vang Đỏ,Roche Mazet,Languedoc
2851,VNPV-651,Rượu Vang Pháp Ronan By Clinet Bordeaux,586000.0,Pháp,12.5,750.0,Merlot,đỏ ruby,Rượu vang đỏ,Borie Manoux,Bordeaux
2852,VNPV-2672,Rượu Vang Pháp Roux Pere & Fils Chambolle Musigny,2405000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang đỏ,Pierre Larousse,Vin de France
2853,VNDL4-594,Rượu Vang Pháp Secret De Lunes Carignan,594000.0,Pháp,13.0,750.0,Carignan,đỏ tươi,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
2854,VNPV-4300,Rượu Vang Pháp Segla Margaux,3870000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm,Rượu Vang đỏ,Borie Manoux,Bordeaux
2855,VNPV1-881,Rượu Vang Pháp Seigneur D’Aiguilhe,793000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đỏ hồng ngọc,Rượu Vang đỏ,Chateau d’Aiguilhe,Bordeaux
2856,VLTL-1630,Rượu Vang Pháp Thomas Barton Reserve Margaux,1630000.0,Pháp,13.5,750.0,"Merlot,Cabernet Sauvignon",đỏ,Rượu vang đỏ,Barton & Guestier,Bordeaux
2857,VNPV-1052,Rượu Vang Pháp Trimbach Gewurztraminer,947000.0,Pháp,14.0,750.0,Gewurztraminer,vàng nhạt,Rượu vang trắng,Trimbach,Alsace
2858,VNPV-5700,Rượu Vang Pháp Trimbach Pinot Gris Selection De Grains Nobles,5130000.0,Pháp,13.0,750.0,Pinot Gris,vàng nhạt,Rượu Vang Ngọt,Trimbach,Alsace
2859,VNPV1-708,Rượu Vang Pháp Trimbach Sylvaner,638000.0,Pháp,12.5,750.0,Sylvaner,vàng nhạt,Rượu vang trắng,Trimbach,Alsace
2860,VNTL-2009,Rượu Vang Pháp Vidal Fleury Hermitage,2009000.0,Pháp,13.5,750.0,Shiraz,đỏ,Rượu vang đỏ,Vidal Fleury,Cote Du Rhone
2861,VNPV-1221,Rượu Vang Pháp Vieux Chateau Saint Andre,1099000.0,Pháp,13.5,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot",tím,Rượu Vang đỏ,Berrouet,Bordeaux
2862,VNQW5-385,Rượu Vang Pháp Villa Blanche Picpoul De Pinet,385000.0,Pháp,12.5,750.0,Picpoul De Pinet,vàng rơm,Rượu Vang Trắng,Vignobles JeanJean,Languedoc
2863,VNPV-2621,Rượu Vang Pháp Virginie De Valandraud,2359000.0,Pháp,13.0,750.0,"Merlot,Cabernet Franc",tím,Rượu Vang đỏ,Chateau Valandraud,Bordeaux
2864,VNPV-1784,Rượu Vang Pháp Virginie De Valandraud Blanc,1606000.0,Pháp,14.0,750.0,"Sauvignon Blanc,Semillon",vàng nhạt,Rượu Vang Trắng,Chateau Valandraud,Bordeaux
2865,VNHD-825,Rượu Vang Phoenix Primitivo Limited Edition,825000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Feudi Salentini,Puglia
2866,VNHD3-850,Rượu Vang Phonico Primitivo Del Salento,850000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Feudi Salentini,Puglia
2867,VNHD1-2850,Rượu Vang Piano Chiuso Riserva Primitivo Di Manduria,2850000.0,Ý,16.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Masca del Tacco,Puglia
2868,VNADT4-986,Rượu Vang Picarus Reserve 1 Cabernet Sauvignon,986000.0,ÚC,14.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Picarus,Barossa Valley
2869,VNADT-836,Rượu Vang Picarus Reserve A Shiraz,836000.0,ÚC,14.0,750.0,Shiraz,đỏ ruby,Rượu Vang Đỏ,Picarus,Barossa Valley
2870,VNBMF-390,Rượu Vang Piccini Collezione Oro Chianti Riserva,390000.0,Ý,13.5,750.0,"Sangiovese,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Piccini,Chianti
2871,VNBMF2-390,Rượu Vang Piccini Collezione Oro Orvieto Classico,390000.0,Ý,12.5,750.0,Chardonnay,vàng nhạt,Rượu Vang Trắng,Piccini,Chianti
2872,VNBMF3-390,Rượu Vang Piccini Collezione Oro Toscana Rosato,390000.0,Ý,12.5,750.0,"Malvasia 10%,",hồng nhạt,Rượu Vang Hồng,Piccini,Tuscany
2873,VNBMF4-390,Rượu Vang Piccini Collezione Oro Toscana Rosso,390000.0,Ý,13.5,750.0,Sangiovese,đỏ ruby,Rượu Vang Đỏ,Piccini,Tuscany
2874,VNHP2-350,Rượu Vang Piemonte Rosso San Silvestro,350000.0,Ý,13.0,750.0,Barbera,đỏ ruby,Rượu Vang Đỏ,San Silvestro,Tây bắc nước Ý
2875,VNVC-517,Rượu Vang Pierre & Remy Gauthier Chardonnay,517000.0,Pháp,13.0,750.0,Chardonnay,vàng chanh,Rượu Vang Trắng,Pierre & Remy Gauthier,Languedoc
2876,VNVC-660,Rượu Vang Pierre & Remy Gauthier La Borie Cotes De Provence Rose,660000.0,Pháp,12.5,750.0,"Cinsault,Grenache,Mourvèdre",hồng nhạt,Rượu Vang Hồng,Pierre & Remy Gauthier,Côtes De Provence
2877,VNVC2-572,Rượu Vang Pierre & Remy Gauthier Pinot Noir Elegance,572000.0,Pháp,12.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Pierre & Remy Gauthier,Languedoc
2878,VNPV-2902,Rượu Vang Pintia Tempos Vega Sicilia Toro,2612000.0,Tây Ban Nha,14.5,750.0,Tempranillo,đỏ,Rượu vang đỏ,Vega Sicilia,Toro
2879,VNPV-1034,Rượu Vang Pio Cesare Grignolino Del Monferrato Casalese,931000.0,Ý,12.0,750.0,Grignolino,đỏ,Rượu Vang Đỏ,Pio Cesare,Piedmont
2880,VNPV-4234,Rượu Vang Pio Cesare IL Bricco Barbaresco,3811000.0,Ý,14.0,750.0,Barbera,đỏ,Rượu Vang Đỏ,Pio Cesare,Piedmont
2881,VNPV-1152,Rượu Vang Pio Cesare IL Nebbio Langhe,1037000.0,Ý,14.0,750.0,"Nebbiolo,Pinot Noir",đỏ ruby,Rượu Vang Đỏ,Pio Cesare,Piedmont
2882,VNWP1-450,Rượu Vang Piquitos Moscato,450000.0,Tây Ban Nha,11.0,750.0,Moscato,vàng rơm,Rượu Vang Trắng,Hammeken,Valencia
2883,VNHM-440,Rượu Vang Pirovano 1910 Montepulciano D’abruzzo,440000.0,Ý,14.0,750.0,Montepulciano,đỏ ruby,Rượu Vang Đỏ,Pirovano,Abruzzo
2884,VNHM2-440,Rượu Vang Pirovano 1910 Pinot Grigio,440000.0,Ý,13.0,750.0,Pinot Grigio,vàng rơm,Rượu Vang Trắng,Pirovano,Veneto
2885,VNTH3-400,Rượu Vang Pirovano 1910 Primitivo Puglia,400000.0,Ý,14.0,750.0,Primitivo,đỏ đậm,Rượu Vang Đỏ,Tinazzi,Puglia
2886,VNPV2-407,Rượu Vang Placido Montepulciano D’Abruzzo,367000.0,Ý,13.0,750.0,Montepulciano,đỏ,Rượu Vang Đỏ,Banfi,Abruzzo
2887,VNWH2-324,Rượu Vang Plaimont Colombelle Cotes De Gascogne L’Original,300000.0,Pháp,13.0,750.0,"Colombard,Ugni Blanc",xanh nhạt,Rượu Vang Trắng,Georges Vigouroux,South west
2888,VNWH1- 325,Rượu Vang Plaimont Colombelle L’Original,315000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm,Rượu Vang Đỏ,Chateau Bellevue Laforet,South West
2889,VNWH14-325,Rượu Vang Plaimont Colombelle L’Original Rose,300000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon",hồng phấn,Rượu Vang Hồng,Plaimont,Cotes De Gascogne
2890,VNPV-1506,Rượu Vang Planeta Chardonnay Sicilia,1356000.0,Ý,14.0,750.0,Chardonnay,vàng rơm nhạt,Rượu vang trắng,Planeta,Sicilia
2891,VNPV-752,Rượu Vang Planeta Frappato Vittoria DOC,677000.0,Ý,13.0,750.0,Frappato,đỏ,Rượu Vang Đỏ,Planeta,Sicilia
2892,VNPV1-613,Rượu Vang Planeta La Segreta Sicilia,552000.0,Ý,13.5,750.0,"Chardonnay,Graciano,Viognier",vàng rơm ánh xanh lá cây,Rượu vang trắng,Planeta,Sicilia
2893,VNPV1-1506,Rượu Vang Planeta Santa Cecilia Noto DOC,1356000.0,Ý,14.0,750.0,Nero D’Avola,đỏ đậm,Rượu Vang Đỏ,Planeta,Sicilia
2894,VNHD1-1350,Rượu Vang Pliniana Re Noire Primitivo Di Manduria,1350000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Agricola Pliniana,Puglia
2895,VNHD1-1450,Rượu Vang Plinius Maior Riserva Primitivo Di Manduria,1450000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Agricola Pliniana,Puglia
2896,VNVH1-300,Rượu Vang Poggio Guidone Montepulciano D’Abruzzo,300000.0,Ý,13.0,750.0,Montepulciano,đỏ ruby,Rượu Vang Đỏ,Poggio Guidone,Abruzzo
2897,VNHD-875,Rượu Vang Poggio Le Volpi People Frascati Superiore,875000.0,Ý,13.0,750.0,Trebbiano,vàng rơm,Rượu Vang Trắng,Poggio le Volpi,Lazio
2898,VNVC-2178,Rượu Vang Polkura Block G+I,2178000.0,Chile,14.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Polkura,Colchagua Valley
2899,VNVC1-1584,Rượu Vang Polkura Syrah,1584000.0,Chile,14.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Polkura,Colchagua Valley
2900,VNPV-3916,Rượu Vang Pont Des Arts Miquel Barcelo Gevrey Chambertin,3525000.0,Pháp,13.0,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Louis Jadot,Bourgogne
2901,VNPV-7314,Rượu Vang Pont Des Arts Reserve Speciale Yue Minjun,6583000.0,Pháp,13.0,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Pont Des Arts,Bourgogne
2902,VNPV-3040,Rượu Vang Pont Des Arts Yan Pei Ming,2736000.0,Pháp,14.5,750.0,"Merlot,Cabernet Franc",đỏ đậm ánh tím,Rượu vang đỏ,Pont Des Arts,Bordeaux
2903,VNPV-3821,Rượu Vang Pont Des Arts Zao Wou Ki,3439000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Pont Des Arts,Bourgogne
2904,VNVH7-450,Rượu Vang Portas Do Oriente Reserva,450000.0,Bồ Đào Nha,14.0,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Santoseseixo,Tomar – Tejo
2905,VNBMF-342,Rượu Vang Porto Cruz Tawny,350000.0,Bồ Đào Nha,19.0,750.0,"Touriga Nacional, Touriga Franca, Tinta Barroca",đỏ ruby,Rượu Vang Đỏ,Porto Cruz,Thung lũng Douro
2906,VNBMF1-342,Rượu Vang Porto Cruz White,350000.0,Bồ Đào Nha,19.0,750.0,"Viosinho, Malvasia Fina, Cerceal Branco",vàng rơm,Rượu Vang Trắng,Porto Cruz,Thung lũng Douro
2907,VNBMF-1350,Rượu Vang Porto Gran Cruz 1998,1350000.0,Bồ Đào Nha,19.0,750.0,"Touriga Nacional, Touriga Franca, Tinta Roriz",đỏ ruby,Rượu Vang Đỏ,Porto Cruz,Thung lũng Douro
2908,VNBMF-1280,Rượu Vang Porto Gran Cruz 1999,1280000.0,Bồ Đào Nha,19.0,750.0,"Touriga Nacional, Touriga Franca, Tinta Roriz",đỏ ruby,Rượu Vang Đỏ,Porto Cruz,Thung lũng Douro
2909,VNBMF-1210,Rượu Vang Porto Gran Cruz 2001,1210000.0,Bồ Đào Nha,19.0,750.0,"Touriga Nacional, Touriga Franca, Tinta Roriz",đỏ ruby,Rượu Vang Đỏ,Porto Cruz,Thung lũng Douro
2910,VNWH1-5000,Rượu Vang Porto Ramos Pinto Vintage 2003,4900000.0,Bồ Đào Nha,19.0,750.0,Touriga Nacional – Tinta Barroca (Old Vines),đỏ ruby,Rượu vang Đỏ,Ramos Pinto,Tawny Porto
2911,VNWH-5000,Rượu Vang Porto Ramos Pinto Vintage 2004,5000000.0,Bồ Đào Nha,19.0,750.0,Touriga Nacional – Touriga Franca – Tinta Barroca – Souzao,đỏ ruby,Rượu vang Đỏ,Ramos Pinto,Tawny Porto
2912,VNVH-570,Rượu Vang Portugal 8 Keys Reserva,570000.0,Bồ Đào Nha,14.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Casa Santos Lima,Lisboa
2913,VNVH-280,Rượu Vang Portugal Rabo De Galo,280000.0,Bồ Đào Nha,13.0,750.0,"Castelão, Touriga Nacional, Tinta Roriz, Trincadeira",đỏ ruby,Rượu Vang Đỏ,Casa Santos Lima,Lisboa
2914,VNADT2-986,Rượu Vang Post House Blueish White,986000.0,Nam Phi,13.5,750.0,Chenin Blanc,vàng rơm,Rượu Vang Trắng,Post House,Stellenboch
2915,VNADT3-1560,Rượu Vang Post House Bulls Eye,1560000.0,Nam Phi,15.0,750.0,"Pinotage,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Post House,Stellenboch
2916,VNADT5-1260,Rượu Vang Post House Golden Monkey,1260000.0,Nam Phi,14.0,750.0,"Pinotage,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Post House,Stellenboch
2917,VNADT3-1260,Rượu Vang Post House Merry Widow Shiraz,1260000.0,Nam Phi,15.5,750.0,Shiraz,đỏ ruby,Rượu Vang Đỏ,Post House,Stellenbosch South Afica
2918,VNADT4-1260,Rượu Vang Post House Missing Virgin,1260000.0,Nam Phi,15.0,750.0,"Pinotage,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Post House,Stellenboch
2919,VNADT-1890,Rượu Vang Post House Penny Black,1890000.0,Nam Phi,15.0,750.0,"Pinotage,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Post House,Stellenboch
2920,VNMH4-770,Rượu Vang Post Scriptum De Chryseia Douro,770000.0,Bồ Đào Nha,14.5,750.0,"Touriga Nacional, Touriga Franca, Tinta Roriz",đỏ ruby,Rượu Vang Đỏ,Prats & Symington (P+S),Douro
2921,VNVC2-583,Rượu Vang Potter Gran Passione Rosso,583000.0,Ý,14.0,750.0,"Merlot,Corvina",đỏ ruby,Rượu Vang Đỏ,Potter,Veneto
2922,VNVC2-528,Rượu Vang Pourpre De Grezette Blanc,528000.0,Pháp,12.5,750.0,"Chardonnay,Viogner",vàng rơm,Rượu Vang Trắng,Chateau Lagreze,Côtes du Lot
2923,VNVC4-528,Rượu Vang Pourpre De Grezette Malbec,528000.0,Pháp,13.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Château Lagrézette,Cohors
2924,VNVH4-650,Rượu Vang Pratobianco Torre Fornello,650000.0,Ý,13.5,750.0,"Sauvignon,Chardonnay",vàng rơm,Rượu Vang Trắng,Torre Fornello,Emilia Romagna
2925,VNMH9-550,Rượu Vang Prazo De Roriz Douro,550000.0,Bồ Đào Nha,14.2,750.0,"Touriga Franca, Touriga Nacional, Tinta Roriz",đỏ ruby,Rượu Vang Đỏ,Prats & Symington (P+S),Douro
2926,VNMH2-290,Rượu Vang Première Note Marsanne Cave De Tain,257000.0,Pháp,12.0,750.0,Marsanne,vàng sáng với ánh xanh,Rượu Vang Trắng,Cave De Tain,Bourgogne
2927,VNMH3-290,Rượu Vang Première Note Rose De Syrah,290000.0,Pháp,12.5,750.0,Syrah,hồng tươi,Rượu Vang Hồng,Cave De Tain,Rhone Valley
2928,VNTBM1-438,Rượu Vang Pretorio Morellino Di Scansano Sensi,438000.0,Ý,13.5,750.0,Sangiovese,đỏ ruby,Rượu Vang Đỏ,Pretorio,Tuscany
2929,VNYW-1197,Rượu Vang Primus The Blend – Colchagua Valley,1197000.0,Chile,14.5,750.0,"Cabernet Sauvignon,Merlot,Carmenere,Petit Verdot,Cabernet Franc",đỏ ruby,Rượu Vang Đỏ,Primus,Colchagua Valley
2930,VNVY-580,Rượu Vang Principe Del Sole Sangiovese Toscana,580000.0,Ý,13.5,750.0,Sangiovese,đỏ ruby,Rượu Vang Đỏ,Principe Del Sole,Toscana
2931,VNHD-1250,Rượu Vang Priscus Primitivo Di Manduria,1250000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Agricola Pliniana,Puglia
2932,VNDL5-442,Rượu Vang Privilege Cabernet Sauvignon,409000.0,Pháp,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Privilege,Loire Valley & Varietals
2933,VNDL10-494,Rượu Vang Privilege Chenin Blanc,459000.0,Pháp,13.5,750.0,Chenin Blanc,vàng nhạt,Rượu Vang Trắng,Drouet Freres,Loire Valley & Varietals
2934,VNDL9-494,Rượu Vang Privilege Pinot Noir,459000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ánh nâu,Rượu Vang Đỏ,Drouet Feres,Loire Valley & Varietals
2935,VNDL11-494,Rượu Vang Privilege Sauvignon Blanc,494000.0,Pháp,13.5,750.0,Sauvignon Blanc,vàng nhạt,Rượu Vang Trắng,Drouet Freres,Loire Valley & Varietals
2936,VNMH-1580,Rượu Vang Produttori Del Barbaresco,1580000.0,Ý,14.5,750.0,Nebbiolo,đỏ đậm,Nebbiolo,Produttori,Piemonte
2937,VNMH1-1900,Rượu Vang Produttori Del Barbaresco Muncagota,1890000.0,Ý,14.5,750.0,Nebbiolo,đỏ đậm,Rượu Vang Đỏ,Produttori,Piemonte
2938,VNMH-3850,Rượu Vang Puligny Montrachet Champ Canet,3450000.0,Pháp,13.5,750.0,Chardonnay,vàng chanh,Rượu Vang Trắng,Louis Jadot,Bourgogne
2939,VNADT3-856,Rượu Vang Pulpit Rock Reserve Chardonnay,856000.0,Nam Phi,13.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Pulpit Rock,South Africa
2940,VNADT4-856,Rượu Vang Pulpit Rock Reserve Shiraz,856000.0,Nam Phi,15.5,750.0,Shiraz,đỏ ruby,Rượu Vang Đỏ,Pulpit Rock,South Africa
2941,VNTK10-734,Rượu Vang Pulpo Sauvignon Blanc Marlborough,734000.0,New Zealand,12.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Pulpo,Marlborough
2942,VNTH1-400,Rượu Vang Pura Vida Reserva Special 10,400000.0,Chile,14.0,750.0,Cabernet Sauvignon,đỏ,Rượu vang đỏ,Puravida,Central Valley
2943,VNPV2-449,Rượu Vang Purato Catarratto Pinot Grigio Organic,405000.0,Ý,12.5,750.0,Pinot Gris,vàng rơm,Rượu Vang Trắng,Planeta,Sicilia
2944,VNQW-1482,Rượu Vang Q Premium Reolo Negroamaro Limited,1482000.0,Ý,16.5,750.0,Negroamaro,đỏ ruby,Rượu Vang Đỏ,Tinazzi,Puglia
2945,VNMH-1760,Rượu Vang Quarz Sauvignon Blanc,1760000.0,Ý,14.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Kellerei Cantina Terlan,Alto Adige Terlano D.O.C
2946,VNPE-540,Rượu Vang Quatro MontGras Blend,540000.0,Chile,14.0,750.0,"Cabernet Sauvignon,Carmenere,Syrah,Malbec",đỏ ruby,Rượu Vang Đỏ,Montgras,Colchagua Valley
2947,VNPG-520,Rượu Vang Queen Adelaide Riesling,520000.0,ÚC,12.2,750.0,Riesling,vàng rơm trong,Rượu Vang trắng,Queen Adelaide,South Eastern Australia
2948,VNPG1-520,Rượu Vang Queen Adelaide Shiraz,520000.0,ÚC,14.2,750.0,Shiraz,đỏ đậm ánh tím,Rượu Vang đỏ,Queen Adelaide,South Eastern Australia
2949,VNMH1-980,Rượu Vang Quest Austin Hope,980000.0,Mỹ,14.5,750.0,"Cabernet Sauvignon,Cabernet Franc,Syrah",đỏ ruby,Rượu Vang Đỏ,Austin Hope,California
2950,VNPV-441,Rượu Vang Quinta Da Lixa Guigas Vinho Verde,397000.0,Bồ Đào Nha,13.0,750.0,"Arinto (40%), Trajadura (30%) và Loureiro (30%)",vàng rơm,Rượu Vang Trắng,Quinta Da Lixa,Vinho Verde
2951,VNPV3-388,Rượu Vang Quinta Da Lixa Pinho Real Vinho Verde,305000.0,Bồ Đào Nha,13.0,750.0,"Trajadura, Arinto de Bucelas, Loureiro",vàng rơm,Rượu Vang Trắng,Quinta Da Lixa,Vinho Verde
2952,VNTBM1-813,Rượu Vang Quinta Del 67,813000.0,Tây Ban Nha,15.0,750.0,Grenache,đỏ ruby,Rượu Vang Đỏ,Bodegas Volver,Almansa
2953,VNPV-998,Rượu Vang Quinta Do Noval Cedro Do Noval,899000.0,Bồ Đào Nha,13.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Quinta Do Noval,Douro
2954,VNPV-838,Rượu Vang Quinta Do Noval Maria Mansa,755000.0,Bồ Đào Nha,13.0,750.0,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao",đỏ ruby,Rượu Vang Đỏ,Quinta Do Noval,Douro
2955,VNYV-540,Rượu Vang Quota 29 Primitivo IGT Salento,540000.0,Ý,14.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Menhir,Puglia
2956,VNBMF-520,Rượu Vang R7 Primitivo,650000.0,Ý,15.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Tinazzi,Puglia
2957,VNBMF-1080,Rượu Vang R8 Negroamaro Limited Edition,1080000.0,Ý,17.0,750.0,Negroamaro,đỏ ruby,Rượu Vang Đỏ,Tinazzi,Puglia
2958,VNTBM1-475,Rượu Vang Ragal Gran Reserva Cabernet Sauvignon,475000.0,Chile,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Ragal,Central Valley
2959,VNTBM-269,Rượu Vang Ragal Reserva Chardonnay,269000.0,Chile,13.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Ragal,Central Valley
2960,VNVH-215,Rượu Vang Raiz De Chile Cabernet Sauvignon,215000.0,Chile,13.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Raiz De,Elqui Valley
2961,VNVH1-215,Rượu Vang Raiz De Chile Carmenere,215000.0,Chile,13.0,750.0,Carmenere,đỏ ruby,Rượu Vang Đỏ,Raiz De Chile,Elqui Valley
2962,VNVH3-215,Rượu Vang Raiz De Chile Chardonnay,215000.0,Chile,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Raiz De Chile,Elqui Valley
2963,VNVH5-495,Rượu Vang Raiz De Chile Reserva Cabernet Sauvignon,495000.0,Chile,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Raiz De Chile,Elqui Valley
2964,VNVH6-495,Rượu Vang Raiz De Chile Reserva Chardonnay,495000.0,Chile,13.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Raiz De Chile,Elqui Valley
2965,VNVH2-215,Rượu Vang Raiz De Chile Sauvignon Blanc,215000.0,Chile,13.0,750.0,Sauvignon Blanc,vàng xanh,Rượu Vang Trắng,Raiz De Chile,Elqui Valley
2966,VNHD-1550,Rượu Vang Ramada Gran Appasso Gold,1550000.0,Ý,16.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Femar Vini,Lazio
2967,VNWH1 - 975,Rượu Vang Ramos Pinto Lagrima Vinho Do Porto,950000.0,Bồ Đào Nha,19.0,750.0,Malvasia Fina – Rabigato,vàng rơm,Rượu vang Trắng,Ramos Pinto,Tawny Port
2968,VNWH5-1250,Rượu Vang Ramos Pinto Late Bottled Vintage,1150000.0,Bồ Đào Nha,19.0,750.0,Tinta Roriz – Touriga Nacional-Others,đỏ ruby,Rượu vang Đỏ,Ramos Pinto,Tawny Porto
2969,VNPE-720,Rượu Vang Rapaura Springs Pinot Noir,720000.0,New Zealand,14.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Rapaura,Marlborough
2970,VNPE-871,Rượu Vang Rapaura Springs Reserve Central Otago,871000.0,New Zealand,14.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Rapaura,Marlborough
2971,VNPE-645,Rượu Vang Rapaura Springs Reserve Sauvignon Blanc,645000.0,New Zealand,13.0,750.0,Sauvignon blanc,vàng rơm,Rượu Vang Trắng,Villa Maria,Marlborough
